gstin,vendor_name,invoice_number,invoice_date,invoice_value,gst_rate,taxable_value,igst,cgst,sgst,purchase_ledger,name_as_per_tally
32AASCM2174Q1ZT,,PC1UQNIFFBJW1225,31/12/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW0625,30/06/2025,1.00,,,,,,,
33ADTPA7888G2Z2,,CHN/25-26/06978,23/07/2025,6962.00,,,,,,,
33ADTPA7888G2Z2,,CHN/25-26/06155,11/07/2025,30326.00,,,,,,,
27AACCR9606C1ZH,,Dated,,900.00,,,,,,,
29AALCR3173P1ZJ,RETAILEZ PRIVATE LIMITED,BLR7-1999161,10.09.2025,1099.00,12,981.25,117.75,0.00,0.00,,
32AALCR3173P1ZW,RETAILEZ PRIVATE LIMITED,FTRA-25338,16.09.2025,1699.00,6,1516.96,0.00,91.02,0.00,,
36AALCR3173P1ZO,RETAILEZ PRIVATE LIMITED,HYD8-2139322,26.09.2025,7418.00,18,8657.62,1558.38,0.00,0.00,,
29AALCR3173P1ZJ,RETAILEZ PRIVATE LIMITED,BLR7-1999161,10.09.2025,1099.00,,,,,,,
24ABFFR7563K1ZR,,36/25-26,25/08/2025,1830.00,,1902.00,,,,,
29ADCPT8466G1ZY,SP Infotech,BLR7-8177,14.01.2026,4301.46,18,4913.94,884.52,0.00,0.00,,
33ADCPT8466G1Z9,SP Infotech,MAA4-4856,02.01.2026,2088.00,18,1769.49,318.51,0.00,0.00,,
33ADCPT8466G1Z9,SP Infotech,MAA4-4856,02.01.2026,2088.00,,,,,,,
32AEKFS5073F1Z0,,INV-STS/000023,05/04/2025,1374.70,,,,,,,
32AEKFS5073F1Z0,,INV-STS/000035,08/04/2025,2124.00,,,,,,,
32AEKFS5073F1Z0,,INV-STS/000168,10/05/2025,1374.70,,,,,,,
32AEKFS5073F1Z0,,INV-STS/000185,12/05/2025,2750.00,,,,,,,
32AEKFS5073F1Z0,,INV-STS/000960,09/10/2025,1628.40,,,,,,,
32AEKFS5073F1Z0,,INV-STS/001270,10/12/2025,3255.96,,,,,,,
32AEKFS5073F1Z0,,INV-STS/001467,17/01/2026,542.56,,,,,,,
32AAXCS0275R1ZI,,309/08,28-11-2025,34220.00,,,,,,,
32AAXCS0275R1ZI,,309/08,27-11-2025,640799.00,,,,,,,
32CXVPS8231B1Z9,,Dated,,9342.00,,,,,,,
33AERFS2828B1Z2,,24-25/230,24-10-2024,235042.50,,,,,,,
07AIFPG0273N1Z7,Shiv store chemist,IN-25604,11.02.2026,3590.00,5,3419.04,170.96,0.00,0.00,,
32AAICS1883L1Z1,,SCC/2025-26/590,01/09/2025,18577.00,,,,,,,
32AASCM2174Q1ZT,,20387,01/04/2025,15246.00,18,,0.00,1162.80,1162.80,,
32AAICS1883L1Z1,,SCC/2024-25/135,01/04/2025,14714.00,,,,,,,
32AAICS1883L1Z1,,SCC/2024-25/305,01/05/2025,2141.00,,,,,,,
32AAICS1883L1Z1,,SCC/2025-26/1110,01/12/2025,5857.00,,,,,,,
32AAICS1883L1Z1,,SCC/2025-26/1228,01/01/2026,17839.00,,,,,,,
32AAICS1883L1Z1,,SCC/2025-26/17,01/06/2025,6707.00,,,,,,,
32AAICS1883L1Z1,,SCC/2025-26/249,01/07/2025,135171.00,,,,,,,
32AAICS1883L1Z1,,SCC/2025-26/505,01/08/2025,464997.93,,,,,,,
32AAICS1883L1Z1,,SCC/2025-26/731,01/10/2025,7888.00,,,,,,,
32AAICS1883L1Z1,,SCC/2025-26/907,01/11/2025,17313.00,,,,,,,
23ABHCS4880M1ZU,,INV-20220200,,285344.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250114,04/03/2025,46725.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250115,04/07/2025,282686.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250120,04/23/2025,7875.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250121,04/25/2025,237038.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250122,04/26/2025,234780.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250123,04/29/2025,75600.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250132,05/12/2025,566370.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250139,05/17/2025,196980.00,,,,,,,
33ABHCS4880M1ZT,,INV-33-250153,,881780.00,,,,,,,
32AAQFS7549J1ZK,,BB/240/25-26,,61.02,,,,,,,
32AAQFS7549J1ZK,,BB/348/25-26,,61.02,,,,,,,
32AAQFS7549J1ZK,,BB/71/24-25,,122.04,,,,,,,
32AASCM2174Q1ZT,,Dated,,52708.00,18,,147362.31,0.00,0.00,,
32AASCM2174Q1ZT,,Dated,,325478.00,18,,139419.68,0.00,0.00,,
29AASCM2174Q1ZG,,Dated,,53235.00,18,,0.00,37938.51,37938.51,,
32AASCM2174Q1ZT,,Dated,,9381.00,18,,5818.50,0.00,0.00,,
27BQYPB2035H1ZR,,INV25-26/0028,01/06/2025,9204.00,,,,,,,
27AAZCS2730D1Z4,,CN-11526,,2695.00,,,,,,,
27AAZCS2730D1Z4,,CN-10897,,49.00,,,,,,,
27AAZCS2730D1Z4,,CN-10898,,412.00,,,,,,,
27AAZCS2730D1Z4,,CN-12132,,3244.00,,,,,,,
27AAZCS2730D1Z4,,33961,,79549.00,,,,,,,
27AAZCS2730D1Z4,,CN-10418,,1955.00,,,,,,,
27AAZCS2730D1Z4,,26741,,42347.00,,,,,,,
27AAZCS2730D1Z4,,26742,,13187.00,,,,,,,
27AAZCS2730D1Z4,,29166,,26406.00,,,,,,,
27AAZCS2730D1Z4,,31707,,18457.00,,,,,,,
27AAZCS2730D1Z4,,32186,,87202.00,,,,,,,
27AAZCS2730D1Z4,,32935,,54136.00,,,,,,,
27AAZCS2730D1Z4,,35028,,96500.00,,,,,,,
27AAZCS2730D1Z4,,36138,,111962.00,,,,,,,
27AAZCS2730D1Z4,,38501,,33683.00,,,,,,,
27AAZCS2730D1Z4,,CN-13399,,5609.00,,,,,,,
27AAZCS2730D1Z4,,CN-10206,,314.00,,,,,,,
27AAZCS2730D1Z4,,CN-10207,,149.00,,,,,,,
27AAZCS2730D1Z4,,CN-14058,,3896.00,,,,,,,
27AAZCS2730D1Z4,,CN-14753,,1142.00,,,,,,,
27AAZCS2730D1Z4,,CN-8333,,646.00,,,,,,,
27AAZCS2730D1Z4,,CN-8334,,256.00,,,,,,,
27AAZCS2730D1Z4,,CN-9566,,1474.00,,,,,,,
27AAZCS2730D1Z4,,CN-9567,,413.00,,,,,,,
27AAZCS2730D1Z4,,CN-9760,,45.00,,,,,,,
27AAZCS2730D1Z4,,27968,,47570.00,,,,,,,
27AAZCS2730D1Z4,,27969,,10207.00,,,,,,,
27AAZCS2730D1Z4,,29167,,7097.00,,,,,,,
27AAZCS2730D1Z4,,29622,,13486.00,,,,,,,
27AAZCS2730D1Z4,,30425,,10824.00,,,,,,,
27AAZCS2730D1Z4,,30891,,60674.00,,,,,,,
27AAZCS2730D1Z4,,37309,,57482.00,,,,,,,
32ASLPS3124Q1ZA,,Dated,,4906.18,,,,,,,
32ASLPS3124Q1ZA,,Dated,,1973.32,,,,,,,
29EBGPS0013C1Z0,,WH-25-26-1186,28/02/2026,47630.70,,,,,,,
29EBGPS0013C1Z0,,WH-25-26-183,30/09/2025,12620.10,,,,,,,
29EBGPS0013C1Z0,,WH-25-26-23,31/08/2025,16561.30,,,,,,,
29EBGPS0013C1Z0,,WH-25-26-511,31/10/2025,46179.30,,,,,,,
29EBGPS0013C1Z0,,WH-25-26-697,30/11/2025,49860.90,,,,,,,
29EBGPS0013C1Z0,,WH-25-26-881,31/12/2025,54999.80,,,,,,,
29EBGPS0013C1Z0,,WH-25-26-910,31/01/2026,35034.20,,,,,,,
29AEPFS0555K1ZE,,Dated,,581726.00,,,,,,,
27APOPG6096D1ZM,SUNDHA COMPUTER,VLPK-24083,29.10.2025,1329.05,18,1126.31,202.74,0.00,0.00,,
32AASCM2174Q1ZT,,TDMFINV-1682,,3766.56,,,,,,,
27AAWFT0952E1ZU,,2025-283,05-11-2025,141600.00,,,,,,,
24APHPM2788P2Z4,,Dated,,73.45,,,,,,,
32AJYPP2815R1ZC,,Dated,,15694.00,,,,,,,
32AJYPP2815R1ZC,,Dated,,1416.00,,,,,,,
29AADCT7644P1ZH,,Dated,,,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-11082,16-07-2025,3659.94,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-12087,28-07-2025,2145.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-12092,28-07-2025,150.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-13165,06-08-2025,1935.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-13293,06-08-2025,664.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-14081,14-08-2025,1865.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-14812,21-08-2025,2921.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-15571,27-08-2025,1160.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-16294,08-09-2025,1674.99,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-16928,13-09-2025,2200.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-1930,17-04-2025,1180.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-19355,07-10-2025,2269.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-21495,27-10-2025,2724.98,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-23093,10-11-2025,3101.30,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-25260,01-12-2025,3022.98,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-2596,26-04-2025,1239.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-26515,12-12-2025,1946.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-27595,23-12-2025,2140.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-3057,02-05-2025,1917.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-30677,22-01-2026,3115.98,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-4083,12-05-2025,1770.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-4946,20-05-2025,3955.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-510,04-04-2025,340.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-6296,02-06-2025,2700.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-8017,17-06-2025,1740.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-9617,02-07-2025,2925.00,,,,,,,
32AACFT7848P1ZJ,,SIT-BS-969,08-04-2025,1380.00,,,,,,,
07AAETT0661Q1ZY,,INV-739,,590000.00,,500000.00,,,,,
24GGQPS2507Q2ZJ,GABHARUBHAI BABUBHAI SUHAGIYA,IN-5049,10.09.2025,278.00,5,264.76,13.24,0.00,0.00,,
33ALKPV3926D1Z1,,Invoice,,560873.00,,534165.00,,,,,
33ALKPV3926D1Z1,,Invoice,,237022.00,,225735.00,,,,,
29AASCM2174Q1ZG,,VEENO/2526/0897,29-11-2025,93946.00,18,,0.00,7165.38,7165.38,,
29AASCM2174Q1ZG,,VEENO/2526/1068,29-12-2025,17581.00,18,,0.00,1340.91,1340.91,,
29AASCM2174Q1ZG,,VEENO/2526/1231,20-01-2026,19225.00,18,,0.00,1466.33,1466.33,,
29AAJCV6541R1ZB,,2025-26/JAN/067,01/02/2026,15983.10,,,,,,,
29AAJCV6541R1ZB,,2025-26/DEC/089,01/01/2026,23084.34,,,,,,,
29AAJCV6541R1ZB,,2025-26/NOV/094,01/12/2025,9440.00,,,,,,,
23AAACW9768L1ZO,,251004-13,04-10-2025,17700.00,,,,,,,
23AAACW9768L1ZO,,251009-45,09-10-2025,10030.00,,,,,,,
23AAACW9768L1ZO,,251013-142,13-10-2025,29500.00,,,,,,,
23AAACW9768L1ZO,,251115-106,15-11-2025,17700.00,,,,,,,
23AAACW9768L1ZO,,251216-81,16-12-2025,17700.00,,,,,,,
29AACCW5109M1ZX,,2025-26/July/056,,708715.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Aug/078,,1379342.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Aug/136,,778543.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Jan/095,18/02/2026,6760.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Feb/046,12/03/2026,51726.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Dec/267,,481519.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Feb/046,,375595.00,,,,,,,
29AACCW5109M1ZX,,2025-26/JUN/011,,744873.00,,,,,,,
29AACCW5109M1ZX,,2025-26/JUN/147,,315224.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Jan/095,,443556.00,,,,,,,
29AACCW5109M1ZX,,2025-26/MAY/129,,27528.00,,,,,,,
29AACCW5109M1ZX,,2025-26/MAY/172,,45513.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Nov/017,,494680.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Oct/032,,6886.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Oct/205,,499321.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Sep/069,,613235.00,,,,,,,
29AACCW5109M1ZX,,2025-26/Sep/095,,483689.00,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M1068,,33167.44,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M3768,,145533.33,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M4833,,33279.63,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M4257,,9440.00,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M4310,,177000.00,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M4425,,23087.68,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M1772,,29500.00,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M3768,,145533.33,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M4310,,177000.00,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M0503,,59000.00,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M5062,,195880.00,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M4771,,16520.00,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M4993,,177000.00,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M5232,,38605.30,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M5601,,42480.00,,,,,,,
06AACCW5811G1ZH,,WV/24-25/M5677,,48129.20,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M0096,,44840.00,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M0242,,92602.13,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M0503,,177000.00,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M0504,,38219.02,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M0735,,143583.36,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M1246,,56873.79,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M1460,,36396.51,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M1656,,40377.48,,,,,,,
06AACCW5811G1ZH,,WV/25-26/M1772,,59000.00,,,,,,,
07AAACX1814G1ZL,,ADYG202506-13910,,147500.00,,,,,,,
07AAACX1814G1ZL,,ADYG202506-13898,,284818.92,,,,,,,
07AAACX1814G1ZL,,ADYG202601-15040,,383500.00,,,,,,,
07AAACX1814G1ZL,,ADYG202602-15201,,383500.00,,,,,,,
07AAACX1814G1ZL,,ADYG202507-14113,,212400.00,,,,,,,
07AAACX1814G1ZL,,ADYG202506-13898,,284818.92,,,,,,,
07AAACX1814G1ZL,,ADYG202508-14258,,265500.00,,,,,,,
07AAACX1814G1ZL,,ADYG202510-14599,,265500.00,,,,,,,
07AAACX1814G1ZL,,ADYG202511-14677,,265500.00,,,,,,,
07AAACX1814G1ZL,,ADYG202512-14897,,265500.00,,,,,,,
07AAACX1814G1ZL,,ADYG202509-14466,,265500.00,,,,,,,
07CALPA8210K1ZR,SHUBHAM AGGARWAL,TBJD-13800,12.05.2025,790.00,18,669.49,120.51,0.00,0.00,,
